City,Location,Price,Area,BHK,Gymnasium,SwimmingPool,ClubHouse,24X7Security,PowerBackup,CarParking
Delhi,Shaheen Bagh Jamia Nagar,4500000,585,2,9,9,9,9,9,9
Delhi,Batla House Jamia Nagar,15000000,1080,3,9,9,9,9,9,9
Delhi,Paschim Vihar,6000000,900,3,9,9,9,9,9,9
Delhi,Shaheen Bagh Jamia Nagar,3950000,1350,3,9,9,9,9,9,9
Delhi,Badarpur,3500000,516,1,9,9,9,9,9,9
Delhi,Neb Sarai,13000000,700,2,9,9,9,9,9,9
Delhi,Sector 19 Dwarka,24500000,1658,3,9,9,9,9,9,9
Delhi,Sector 12 Dwarka,3100000,2450,4,9,9,9,9,9,9
Delhi,Jogabai Extension New Delhi,140000000,765,2,9,9,9,9,9,9
Delhi,Jor bagh,11000000,1953,3,9,9,9,9,9,9
Delhi,Shaheen Bagh Jamia Nagar,45000000,1350,4,9,9,9,9,9,9
Delhi,Sector-18 Dwarka,37500000,4500,5,9,9,9,9,9,9
Delhi,Sector-18 Dwarka,9200000,3500,4,9,9,9,9,9,9
Delhi,Sector 13 Dwarka,24500000,1100,2,9,9,9,9,9,9
Delhi,Sector 6 Dwarka,12500000,2600,4,9,9,9,9,9,9
Delhi,Delhi,233400000,1050,3,9,9,9,9,9,9
Delhi,Greater Kailash,235000000,4966,3,9,9,9,9,9,9
Delhi,Greater Kailash,105700000,5000,3,9,9,9,9,9,9
Delhi,Greater Kailash,188000000,2250,3,9,9,9,9,9,9
Delhi,Greater Kailash,112800000,4000,4,9,9,9,9,9,9
Delhi,Greater Kailash,327800000,2402,3,9,9,9,9,9,9
Delhi,Greater Kailash,108600000,6976,5,9,9,9,9,9,9
Delhi,Greater Kailash,2300000,2311,3,9,9,9,9,9,9
Delhi,Abul Fazal Enclave Jamia Nagar,15500000,495,2,9,9,9,9,9,9
Delhi,Vasant Kunj,19000000,1500,2,9,9,9,9,9,9
Delhi,dwarka sector 12,9000000,2250,4,9,9,9,9,9,9
Delhi,Paschim Vihar,10500000,1050,2,9,9,9,9,9,9
Delhi,Sector 13 Rohini,62500000,1100,2,9,9,9,9,9,9
Delhi,Moti Nagar,5100000,3250,4,9,9,9,9,9,9
Delhi,Paschim Vihar,14800000,750,2,9,9,9,9,9,9
Delhi,Sector 6 Dwarka,15800000,1800,3,9,9,9,9,9,9
Delhi,Sector 6 Dwarka,17500000,1800,3,9,9,9,9,9,9
Delhi,Sector 13 Dwarka,14500000,2200,4,9,9,9,9,9,9
Delhi,Sector 9 Dwarka,19000000,1800,3,9,9,9,9,9,9
Delhi,Sector 11 Dwarka,14900000,1800,3,9,9,9,9,9,9
Delhi,Sector 5 Dwarka,14500000,1800,3,9,9,9,9,9,9
Delhi,Sector 2 Dwarka,20000000,1800,3,9,9,9,9,9,9
Delhi,Sector 19 Dwarka,16500000,2200,3,9,9,9,9,9,9
Delhi,Sector-18 Dwarka,18500000,1850,3,9,9,9,9,9,9
Delhi,Sector 12 Dwarka,16200000,1850,3,9,9,9,9,9,9
Delhi,Sector 6 Dwarka,12500000,1700,3,9,9,9,9,9,9
Delhi,Sector 3 Dwarka,4800000,1800,3,9,9,9,9,9,9
Delhi,Sector 11 Dwarka,13799999,600,1,9,9,9,9,9,9
Delhi,Sector 10 Dwarka,14800000,1750,3,9,9,9,9,9,9
Delhi,Sector 4 Dwarka,21000000,1800,3,9,9,9,9,9,9
Delhi,Sector 10 Dwarka,15100000,2200,3,9,9,9,9,9,9
Delhi,Sector 10 Dwarka,18000000,1800,3,9,9,9,9,9,9
Delhi,Sector 22 Dwarka,19200000,1850,3,9,9,9,9,9,9
Delhi,Sector 11 Dwarka,21000000,2300,4,9,9,9,9,9,9
Delhi,Sector 11 Dwarka,15000000,2300,4,9,9,9,9,9,9
Delhi,Sector 11 Dwarka,19200000,1800,3,9,9,9,9,9,9
Delhi,Sector 9 Dwarka,18800000,1800,3,9,9,9,9,9,9
Delhi,Sector 19 Dwarka,12500000,2200,4,9,9,9,9,9,9
Delhi,Sector 2 Dwarka,15800000,1800,3,9,9,9,9,9,9
Delhi,Sector 12 Dwarka,12500000,1800,3,9,9,9,9,9,9
Delhi,Sector 7 Dwarka,19500000,1750,3,9,9,9,9,9,9
Delhi,Sector 19 Dwarka,14700000,2300,4,9,9,9,9,9,9
Delhi,Sector 4 Dwarka,18500000,2100,4,9,9,9,9,9,9
Delhi,Sector 22 Dwarka,18500000,1900,3,9,9,9,9,9,9
Delhi,Sector 9 Dwarka,16000000,2200,4,9,9,9,9,9,9
Delhi,Sector 6 Dwarka,15800000,1850,3,9,9,9,9,9,9
Delhi,Sector 6 Dwarka,7800000,1800,3,9,9,9,9,9,9
Delhi,Sector 6 Dwarka,16500000,1000,2,9,9,9,9,9,9
Delhi,Sector 4 Dwarka,14000000,1800,3,9,9,9,9,9,9
Delhi,Sector 10 Dwarka,16500000,1850,3,9,9,9,9,9,9
Delhi,Sector 19 Dwarka,13500000,1850,3,9,9,9,9,9,9
Delhi,Sector 7 Dwarka,15400000,1800,3,9,9,9,9,9,9
Delhi,Palam,20900000,2200,4,9,9,9,9,9,9
Delhi,Sector 19 Dwarka,15500000,2200,4,9,9,9,9,9,9
Delhi,Sector 7 Dwarka,17800000,1800,3,9,9,9,9,9,9
Delhi,Sector 4 Dwarka,22799999,1900,3,9,9,9,9,9,9
Delhi,Sector 19 Dwarka,18000000,2200,4,9,9,9,9,9,9
Delhi,Sector 2 Dwarka,20000000,1900,3,9,9,9,9,9,9
Delhi,Sector 10 Dwarka,14800000,1900,3,9,9,9,9,9,9
Delhi,Sector 4 Dwarka,15400000,1800,3,9,9,9,9,9,9
Delhi,Sector 12 Dwarka,20000000,1800,3,9,9,9,9,9,9
Delhi,Sector 13 Dwarka,17000000,2200,4,9,9,9,9,9,9
Delhi,Sector 11 Dwarka,13500000,1900,4,9,9,9,9,9,9
Delhi,Palam,15800000,1800,3,9,9,9,9,9,9
Delhi,Sector 22 Dwarka,15500000,1800,3,9,9,9,9,9,9
Delhi,Sector 22 Dwarka,16000000,1850,3,9,9,9,9,9,9
Delhi,Sector 13 Dwarka,15500000,1800,3,9,9,9,9,9,9
Delhi,Sector 4 Dwarka,13500000,1850,3,9,9,9,9,9,9
Delhi,Sector 5 Dwarka,13799999,1950,4,9,9,9,9,9,9
Delhi,Sector 10 Dwarka,14500000,1750,3,9,9,9,9,9,9
Delhi,Sector 10 Dwarka,13799999,1800,3,9,9,9,9,9,9
Delhi,Sector 10 Dwarka,20500000,1800,3,9,9,9,9,9,9
Delhi,Sector 11 Dwarka,12300000,2000,3,9,9,9,9,9,9
Delhi,Sector 4 Dwarka,10800000,1800,3,9,9,9,9,9,9
Delhi,Sector 22 Dwarka,14500000,1200,2,9,9,9,9,9,9
Delhi,Sector 23 Dwarka,13799999,1600,3,9,9,9,9,9,9
Delhi,Sector 23 Dwarka,20000000,1850,3,9,9,9,9,9,9
Delhi,Sector 13 Dwarka,16500000,2300,4,9,9,9,9,9,9
Delhi,Sector 10 Dwarka,15000000,1850,3,9,9,9,9,9,9
Delhi,Sector 13 Dwarka,12500000,1800,3,9,9,9,9,9,9
Delhi,Sector 10 Dwarka,14800000,1800,3,9,9,9,9,9,9
Delhi,Sector 23 Dwarka,15000000,1750,3,9,9,9,9,9,9
Delhi,Sector 10 Dwarka,13000000,1850,3,9,9,9,9,9,9
Delhi,Sector 6 Dwarka,16500000,1800,3,9,9,9,9,9,9
Delhi,Sector 9 Dwarka,13500000,1850,3,9,9,9,9,9,9
Delhi,Sector 7 Dwarka,19000000,1750,3,9,9,9,9,9,9
Delhi,Palam,16200000,1850,4,9,9,9,9,9,9
Delhi,Sector 5 Dwarka,13000000,1800,3,9,9,9,9,9,9
Delhi,Sector 5 Dwarka,14500000,1850,3,9,9,9,9,9,9
Delhi,Sector 6 Dwarka,10500000,1800,3,9,9,9,9,9,9
Delhi,Sector 10 Dwarka,15500000,1800,2,9,9,9,9,9,9
Delhi,Sector 12 Dwarka,14500000,1800,3,9,9,9,9,9,9
Delhi,Sector 9 Dwarka,9000000,1800,3,9,9,9,9,9,9
Delhi,Sector 22 Dwarka,12800000,1200,2,9,9,9,9,9,9
Delhi,Sector 11 Dwarka,12000000,1800,3,9,9,9,9,9,9
Delhi,Sector 4 Dwarka,17000000,1200,2,9,9,9,9,9,9
Delhi,Sector 13 Dwarka,13500000,2300,4,9,9,9,9,9,9
Delhi,Sector 6 Dwarka,17300000,1750,3,9,9,9,9,9,9
Delhi,Sector-18 Dwarka,17000000,2300,3,9,9,9,9,9,9
Delhi,Sector 13 Dwarka,13500000,2300,3,9,9,9,9,9,9
Delhi,Sector 10 Dwarka,22200000,1750,3,9,9,9,9,9,9
Delhi,Press Enclave,4000000,1300,3,9,9,9,9,9,9
Delhi,Sarita Vihar,3900000,620,1,9,9,9,9,9,9
Delhi,Jasola Vihar Sector 8 Road,4800000,550,1,9,9,9,9,9,9
Delhi,Jasola Vihar Sector 8 Road,4000000,580,1,9,9,9,9,9,9
Delhi,Jasola Vihar Sector 8 Road,4700000,550,1,9,9,9,9,9,9
Delhi,Jasola Vihar Sector 8 Road,4000000,560,1,9,9,9,9,9,9
Delhi,Jasola Vihar Sector 8 Road,3700000,521,1,9,9,9,9,9,9
Delhi,Jasola Vihar Sector 8 Road,4000000,521,1,9,9,9,9,9,9
Delhi,Jasola Vihar Sector 8 Road,4300000,530,1,9,9,9,9,9,9
Delhi,Sarita Vihar,14000000,570,1,9,9,9,9,9,9
Delhi,Jasola,10000000,1400,3,9,9,9,9,9,9
Delhi,Sector 9 Rohini,55000000,950,2,9,9,9,9,9,9
Delhi,Moti Nagar,37500000,3250,4,9,9,9,9,9,9
Delhi,Saket,18000000,2800,3,9,9,9,9,9,9
Delhi,Kailash Colony,18000000,1100,2,9,9,9,9,9,9
Delhi,Saket,15000000,1500,3,9,9,9,9,9,9
Delhi,Sector 19 Dwarka,15500000,1600,3,9,9,9,9,9,9
Delhi,Paschim Vihar,16500000,1300,3,9,9,9,9,9,9
Delhi,Karampura,35000000,1435,3,9,9,9,9,9,9
Delhi,Civil Lines,3700000,1801,3,9,9,9,9,9,9
Delhi,Badarpur,3700000,516,1,9,9,9,9,9,9
Delhi,Sarita Vihar,3900000,520,1,9,9,9,9,9,9
Delhi,Badarpur,4700000,516,1,9,9,9,9,9,9
Delhi,Jasola,4000000,520,1,9,9,9,9,9,9
Delhi,Sarita Vihar,2775000,520,1,9,9,9,9,9,9
Delhi,Khanpur Deoli,52500000,750,2,9,9,9,9,9,9
Delhi,Moti Nagar,4000000,3250,4,9,9,9,9,9,9
Delhi,Sarita Vihar,3660000,520,1,9,9,9,9,9,9
Delhi,Sarita Vihar,320300000,520,1,9,9,9,9,9,9
Delhi,Greater Kailash,331300000,6815,3,9,9,9,9,9,9
Delhi,Greater Kailash,254800000,7049,5,9,9,9,9,9,9
Delhi,Greater Kailash,312500000,5422,4,9,9,9,9,9,9
Delhi,Greater Kailash,258600000,6650,4,9,9,9,9,9,9
Delhi,Greater Kailash,258500000,5503,4,9,9,9,9,9,9
Delhi,Greater Kailash,204400000,5500,5,9,9,9,9,9,9
Delhi,Greater Kailash,323200000,4350,4,9,9,9,9,9,9
Delhi,Greater Kailash,352500000,6877,3,9,9,9,9,9,9
Delhi,Greater Kailash,340900000,7500,5,9,9,9,9,9,9
Delhi,Greater Kailash,340700000,7254,5,9,9,9,9,9,9
Delhi,Greater Kailash,324500000,7251,5,9,9,9,9,9,9
Delhi,Greater Kailash,4800000,6905,3,9,9,9,9,9,9
Delhi,Dwarka Mor,3800000,1017,3,9,9,9,9,9,9
Delhi,Dwarka Mor,2800000,900,3,9,9,9,9,9,9
Delhi,Dwarka Mor,2600000,675,2,9,9,9,9,9,9
Delhi,Dwarka Mor,10000000,630,2,9,9,9,9,9,9
Delhi,Naraina Vihar,4100000,1000,2,9,9,9,9,9,9
Delhi,Sarita Vihar,8000000,520,1,9,9,9,9,9,9
Delhi,Chattarpur,5500000,1337,3,9,9,9,9,9,9
Delhi,Block GH5,11000000,750,3,9,9,9,9,9,9
Delhi,West Punjabi Bagh,5800000,1080,3,9,9,9,9,9,9
Delhi,3 Dwarka Sector 9 Road,4300000,518,2,9,9,9,9,9,9
Delhi,Jasola Vihar Sector 8 Road,4700000,520,1,9,9,9,9,9,9
Delhi,Jasola Vihar Sector 8 Road,7500000,520,1,9,9,9,9,9,9
Delhi,Chattarpur,6700000,1381,3,9,9,9,9,9,9
Delhi,Vasant Kunj,22500000,1200,3,9,9,9,9,9,9
Delhi,Hauz Khas,3400000,1250,3,9,9,9,9,9,9
Delhi,Sarita Vihar,3400000,520,1,9,9,9,9,9,9
Delhi,Sarita Vihar,30000000,520,1,9,9,9,9,9,9
Delhi,Hauz Khas,5500000,2799,3,9,9,9,9,9,9
Delhi,Paschim Vihar,4000000,750,3,9,9,9,9,9,9
Delhi,Badarpur,240000000,516,1,9,9,9,9,9,9
Delhi,Greater Kailash,18500000,7251,5,9,9,9,9,9,9
Delhi,Dwarka 11 Sector,5500000,1850,3,9,9,9,9,9,9
Delhi,Vasant Kunj,13000000,600,1,9,9,9,9,9,9
Delhi,Sector 13 Rohini,3300000,900,2,9,9,9,9,9,9
Delhi,Sarita Vihar,5000000,460,1,9,9,9,9,9,9
Delhi,Block UU Uttari Pitampura,4500000,420,2,9,9,9,9,9,9
Delhi,Chattarpur,14200000,800,2,9,9,9,9,9,9
Delhi,Sector 13 Rohini,8000000,950,2,9,9,9,9,9,9
Delhi,Vasant Kunj,12200000,650,1,9,9,9,9,9,9
Delhi,Sector 18A Dwarka,13000000,1250,2,9,9,9,9,9,9
Delhi,Sector 19 Dwarka,34500000,1650,2,9,9,9,9,9,9
Delhi,Saket,12800000,2600,4,9,9,9,9,9,9
Delhi,Shanti Park Dwarka,5200000,1843,3,9,9,9,9,9,9
Delhi,Sarita Vihar,11500000,516,1,9,9,9,9,9,9
Delhi,Mayur Vihar,24500000,1300,2,9,9,9,9,9,9
Delhi,Siddharth Enclave,22000000,2200,4,9,9,9,9,9,9
Delhi,Vasant Kunj,61500000,883,2,9,9,9,9,9,9
Delhi,Moti Nagar,12000000,3450,4,9,9,9,9,9,9
Delhi,Sector 13 Rohini,4500000,900,2,9,9,9,9,9,9
Delhi,Lalita Park,4200000,650,2,9,9,9,9,9,9
Delhi,Mathura Road Sarita Vihar,21000000,516,1,9,9,9,9,9,9
Delhi,Azad Apartments,35000000,1250,3,9,9,9,9,9,9
Delhi,Patparganj,17000000,1855,3,9,9,9,9,9,9
Delhi,Sector 7 Dwarka,16000000,2025,4,9,9,9,9,9,9
Delhi,Paschim Vihar,15000000,1350,3,9,9,9,9,9,9
Delhi,Sector 19 Dwarka,14000000,1500,3,9,9,9,9,9,9
Delhi,Sector 13 Dwarka,62500000,1500,3,9,9,9,9,9,9
Delhi,Moti Nagar,4500000,3300,4,9,9,9,9,9,9
Delhi,Sarita Vihar,42500000,516,1,9,9,9,9,9,9
Delhi,Sector-14 Rohini,17000000,1450,3,9,9,9,9,9,9
Delhi,Saket,2500000,1500,2,9,9,9,9,9,9
Delhi,Sadulajab,14200000,600,1,9,9,9,9,9,9
Delhi,Sector 12 Dwarka,3500000,1758,3,9,9,9,9,9,9
Delhi,Sarita Vihar,110000000,516,1,9,9,9,9,9,9
Delhi,Greater Kailash,42500000,2402,3,9,9,9,9,9,9
Delhi,Moti Nagar,12800000,2850,4,9,9,9,9,9,9
Delhi,Shanti Park Dwarka,16000000,1843,3,9,9,9,9,9,9
Delhi,Rajouri Garden,11500000,2400,4,9,9,9,9,9,9
Delhi,Sector 13 Rohini,21000000,1250,2,9,9,9,9,9,9
Delhi,Saket,45000000,1350,3,9,9,9,9,9,9
Delhi,Greater kailash 1,11200000,2800,4,9,9,9,9,9,9
Delhi,Sector 1 Dwarka,3400000,1300,3,9,9,9,9,9,9
Delhi,Sarita Vihar,13899999,516,1,9,9,9,9,9,9
Delhi,Sector 13 Rohini,13799999,1035,3,9,9,9,9,9,9
Delhi,Sector 22 Dwarka,8600000,1582,3,9,9,9,9,9,9
Delhi,Sector 12 Dwarka,3500000,1200,2,9,9,9,9,9,9
Delhi,Chattarpur,19800000,668,2,9,9,9,9,9,9
Delhi,Sector 13 Rohini,18500000,1500,3,9,9,9,9,9,9
Delhi,Sector 9 Rohini,17500000,1350,3,9,9,9,9,9,9
Delhi,Sector 12 Dwarka,22500000,1800,3,9,9,9,9,9,9
Delhi,Sector 19 Dwarka,24800000,2400,4,9,9,9,9,9,9
Delhi,Sector 19 Dwarka,6700000,2500,4,9,9,9,9,9,9
Delhi,Vasant Kunj Marg,5000000,700,1,9,9,9,9,9,9
Delhi,Mayur Vihar,40000000,1000,3,9,9,9,9,9,9
Delhi,Sector 9 Rohini,4500000,2150,5,9,9,9,9,9,9
Delhi,Jasola,32799999,630,1,9,9,9,9,9,9
Delhi,Kalkaji,17500000,1900,3,9,9,9,9,9,9
Delhi,Sarita Vihar,40000000,1700,3,9,9,9,9,9,9
Delhi,Greater Kailash,30000000,2700,4,9,9,9,9,9,9
Delhi,Sector 23 Dwarka,37000000,2400,4,9,9,9,9,9,9
Delhi,Sector 13 Dwarka,7500000,4580,6,9,9,9,9,9,9
Delhi,Sheikh Sarai Phase2 New Delhi,9960000,750,1,9,9,9,9,9,9
Delhi,Shanti Park Dwarka,16900000,1245,2,9,9,9,9,9,9
Delhi,Sector 4 Dwarka,17000000,1700,3,9,9,9,9,9,9
Delhi,Sector 7 Dwarka,8500000,1900,3,9,9,9,9,9,9
Delhi,Chattarpur,16000000,1350,3,9,9,9,9,9,9
Delhi,Sector 3 Dwarka,4000000,1800,3,9,9,9,9,9,9
Delhi,Sarita Vihar,24500000,516,1,9,9,9,9,9,9
Delhi,Saket,13500000,2200,4,9,9,9,9,9,9
Delhi,Sector 7 Dwarka,3600000,1650,3,9,9,9,9,9,9
Delhi,Sarita Vihar,4000000,516,1,9,9,9,9,9,9
Delhi,Mathura Road Sarita Vihar,15000000,516,1,9,9,9,9,9,9
Delhi,Sector-14 Rohini,15000000,1000,2,9,9,9,9,9,9
Delhi,Rohini Sector 9,13700000,1050,3,9,9,9,9,9,9
Delhi,Sector 13 Rohini,19000000,975,2,9,9,9,9,9,9
Delhi,Sheikh Sarai,13500000,1500,2,9,9,9,9,9,9
Delhi,Munirka,10400000,1100,2,9,9,9,9,9,9
Delhi,Munirka,3600000,1050,2,9,9,9,9,9,9
Delhi,Dwarka Mor,4500000,950,3,9,9,9,9,9,9
Delhi,Dwarka Mor,6500000,1050,3,9,9,9,9,9,9
Delhi,Dwarka Mor,3300000,1250,4,9,9,9,9,9,9
Delhi,Dwarka Mor,3000000,850,3,9,9,9,9,9,9
Delhi,Dwarka Mor,2400000,750,3,9,9,9,9,9,9
Delhi,Dwarka Mor,2000000,600,2,9,9,9,9,9,9
Delhi,Dwarka Mor,13000000,550,2,9,9,9,9,9,9
Delhi,Sector 13 Rohini,14200000,1300,3,9,9,9,9,9,9
Delhi,Munirka,6500000,1150,2,9,9,9,9,9,9
Delhi,Paryavaran Complex,12500000,1000,2,9,9,9,9,9,9
Delhi,Meera Bagh,16000000,1100,3,9,9,9,9,9,9
Delhi,Punjabi Bagh,18500000,1800,3,9,9,9,9,9,9
Delhi,Saket,4799000,1000,2,9,9,9,9,9,9
Delhi,Uttam Nagar,5199000,900,3,9,9,9,9,9,9
Delhi,Uttam Nagar,3599000,920,3,9,9,9,9,9,9
Delhi,Uttam Nagar,4199000,675,3,9,9,9,9,9,9
Delhi,Uttam Nagar,27000000,810,3,9,9,9,9,9,9
Delhi,Sector 18A Dwarka,15800000,1700,3,9,9,9,9,9,9
Delhi,Sector 22 Dwarka,16500000,1700,3,9,9,9,9,9,9
Delhi,Sector 12 Dwarka,10500000,1650,3,9,9,9,9,9,9
Delhi,Sector 17 Dwarka,11000000,1200,3,9,9,9,9,9,9
Delhi,Sector 13 Dwarka,19500000,1200,3,9,9,9,9,9,9
Delhi,Sector 23 Dwarka,13899999,1800,3,9,9,9,9,9,9
Delhi,Sector 3 Dwarka,35000000,1700,3,9,9,9,9,9,9
Delhi,Sector 12 Dwarka,15600000,2400,4,9,9,9,9,9,9
Delhi,Sector 5 Dwarka,22000000,2400,4,9,9,9,9,9,9
Delhi,Sector 10 Dwarka,3700000,2400,4,9,9,9,9,9,9
Delhi,Kundli,18000000,1625,3,9,9,9,9,9,9
Delhi,Hauz Khas Enclave,10000000,1204,2,9,9,9,9,9,9
Delhi,Shanti Park Dwarka,13000000,1245,2,9,9,9,9,9,9
Delhi,Rohini Sector 9,3400000,950,2,9,9,9,9,9,9
Delhi,Uttam Nagar,2250000,700,3,9,9,9,9,9,9
Delhi,Uttam Nagar,3300000,500,2,9,9,9,9,9,9
Delhi,Uttam Nagar,4500000,700,2,9,9,9,9,9,9
Delhi,Uttam Nagar,4000000,800,3,9,9,9,9,9,9
Delhi,Uttam Nagar,2800000,750,3,9,9,9,9,9,9
Delhi,Uttam Nagar,2600000,600,2,9,9,9,9,9,9
Delhi,Uttam Nagar,3875000,550,2,9,9,9,9,9,9
Delhi,Khanpur,30000000,1000,3,9,9,9,9,9,9
Delhi,Azad Apartments,13000000,1200,3,9,9,9,9,9,9
Delhi,Sector 4 Dwarka,19000000,1000,3,9,9,9,9,9,9
Delhi,Sector 12 Dwarka,24000000,2250,3,9,9,9,9,9,9
Delhi,Sector 19 Dwarka,13000000,2800,4,9,9,9,9,9,9
Delhi,Sector 19 Dwarka,15500000,1300,3,9,9,9,9,9,9
Delhi,Sector 11 Dwarka,23500000,2200,4,9,9,9,9,9,9
Delhi,Sector 10 Dwarka,12500000,1900,3,9,9,9,9,9,9
Delhi,Shanti Park Dwarka,16500000,1843,3,9,9,9,9,9,9
Delhi,dwarka sector 13,30000000,1800,3,9,9,9,9,9,9
Delhi,Rohini sector 16,2300000,1450,3,9,9,9,9,9,9
Delhi,Paryavaran Complex,255000000,450,2,9,9,9,9,9,9
Delhi,Munirka,5975000,1850,3,9,9,9,9,9,9
Delhi,Rohini sector 24,14000000,640,2,9,9,9,9,9,9
Delhi,Jasola,42500000,1450,3,9,9,9,9,9,9
Delhi,Som Vihar,6900000,1500,3,9,9,9,9,9,9
Delhi,Mayur Vihar Phase 2,11800000,850,1,9,9,9,9,9,9
Delhi,Sector 4 Dwarka,16500000,1200,2,9,9,9,9,9,9
Delhi,Block SD Delhi,7500000,1350,3,9,9,9,9,9,9
Delhi,Mayur Vihar II,30000000,1000,2,9,9,9,9,9,9
Delhi,Sector 22 Dwarka,8800000,2400,4,9,9,9,9,9,9
Delhi,Sector 17 Dwarka,35500000,950,2,9,9,9,9,9,9
Delhi,Sector 19 Dwarka,5000000,3200,4,9,9,9,9,9,9
Delhi,Uttam Nagar,4500000,1000,3,9,9,9,9,9,9
Delhi,Uttam Nagar,2100000,900,3,9,9,9,9,9,9
Delhi,Uttam Nagar,2000000,500,2,9,9,9,9,9,9
Delhi,Uttam Nagar,6000000,520,2,9,9,9,9,9,9
Delhi,Uttam Nagar,2200000,1050,3,9,9,9,9,9,9
Delhi,Uttam Nagar,6500000,510,2,9,9,9,9,9,9
Delhi,Uttam Nagar,3500000,1100,3,9,9,9,9,9,9
Delhi,Uttam Nagar,3100000,800,3,9,9,9,9,9,9
Delhi,Uttam Nagar,16500000,600,2,9,9,9,9,9,9
Delhi,Sheikh Sarai,13899999,1150,3,9,9,9,9,9,9
Delhi,Munirka,9000000,1250,2,9,9,9,9,9,9
Delhi,Uttam Nagar,8900000,1500,4,9,9,9,9,9,9
Delhi,Uttam Nagar,4700000,1400,4,9,9,9,9,9,9
Delhi,Uttam Nagar,2700000,820,3,9,9,9,9,9,9
Delhi,Uttam Nagar,2400000,625,2,9,9,9,9,9,9
Delhi,Uttam Nagar,7500000,525,2,9,9,9,9,9,9
Delhi,Uttam Nagar,3500000,1350,3,9,9,9,9,9,9
Delhi,Uttam Nagar,4200000,750,2,9,9,9,9,9,9
Delhi,Uttam Nagar,10000000,850,3,9,9,9,9,9,9
Delhi,West Punjabi Bagh,10800000,900,2,9,9,9,9,9,9
Delhi,Sector 22 Rohini,3600000,1300,4,9,9,9,9,9,9
Delhi,Sector 22 Rohini,9000000,900,3,9,9,9,9,9,9
Delhi,Sector 22 Rohini,8700000,1100,4,9,9,9,9,9,9
Delhi,Sector 22 Rohini,4000000,1100,3,9,9,9,9,9,9
Delhi,Sector 22 Rohini,13000000,700,2,9,9,9,9,9,9
Delhi,Sector 22 Rohini,9500000,1400,4,9,9,9,9,9,9
Delhi,Sector 22 Rohini,2600000,1200,4,9,9,9,9,9,9
Delhi,Sector 22 Rohini,2300000,500,2,9,9,9,9,9,9
Delhi,Sector 22 Rohini,17000000,500,1,9,9,9,9,9,9
Delhi,Sector 22 Rohini,5000000,1550,4,9,9,9,9,9,9
Delhi,Sector 22 Rohini,3800000,1200,3,9,9,9,9,9,9
Delhi,Sector 22 Rohini,3400000,650,2,9,9,9,9,9,9
Delhi,Sector 22 Rohini,15500000,600,2,9,9,9,9,9,9
Delhi,Sector 4 Dwarka,18500000,1700,3,9,9,9,9,9,9
Delhi,Sector 7 Dwarka,9000000,1600,4,9,9,9,9,9,9
Delhi,Sector 17 Dwarka,15500000,850,2,9,9,9,9,9,9
Delhi,Sector 12 Dwarka,33500000,1600,3,9,9,9,9,9,9
Delhi,Civil Lines,5000000,2590,3,9,9,9,9,9,9
Delhi,Dwarka Mor,4000000,1000,3,9,9,9,9,9,9
Delhi,Dwarka Mor,2000000,900,3,9,9,9,9,9,9
Delhi,Dwarka Mor,3000000,500,1,9,9,9,9,9,9
Delhi,Dwarka Mor,2600000,750,2,9,9,9,9,9,9
Delhi,Dwarka Mor,3500000,650,2,9,9,9,9,9,9
Delhi,Dwarka Mor,2500000,850,3,9,9,9,9,9,9
Delhi,Dwarka Mor,34500000,600,2,9,9,9,9,9,9
Delhi,Pitampura,35500000,1650,3,9,9,9,9,9,9
Delhi,Pitampura,22500000,3600,4,9,9,9,9,9,9
Delhi,Pitampura,4000000,1400,3,9,9,9,9,9,9
Delhi,Model Town,12000000,820,2,9,9,9,9,9,9
Delhi,Paryavaran Complex,51000000,1114,3,9,9,9,9,9,9
Delhi,i p extension patparganj,15400000,2300,4,9,9,9,9,9,9
Delhi,Munirka,4000000,1250,3,9,9,9,9,9,9
Delhi,Model Town,3800000,820,2,9,9,9,9,9,9
Delhi,Duggal Colony,84100000,950,3,9,9,9,9,9,9
Delhi,Shivalik,174500000,1821,3,9,9,9,9,9,9
Delhi,Greater Kailash II,12000000,2741,4,9,9,9,9,9,9
Delhi,Faridabad Gurgaon Road,9000000,600,2,9,9,9,9,9,9
Delhi,Vasant Kunj,29900000,900,2,9,9,9,9,9,9
Delhi,Sector 18A Dwarka,14600000,2800,4,9,9,9,9,9,9
Delhi,Sector 4 Dwarka,35000000,1650,3,9,9,9,9,9,9
Delhi,Civil Lines,9800000,2530,3,9,9,9,9,9,9
Delhi,DLF Farms,8300000,1845,3,9,9,9,9,9,9
Delhi,86 Sector 21 Road,17500000,1930,3,9,9,9,9,9,9
Delhi,Sector 2 Dwarka,8500000,1800,3,9,9,9,9,9,9
Delhi,Sarita Vihar,14500000,900,2,9,9,9,9,9,9
Delhi,Sarita Vihar,13500000,1550,3,9,9,9,9,9,9
Delhi,Sarita Vihar,26000000,1600,3,9,9,9,9,9,9
Delhi,Vasant Kunj,2000000,1800,3,9,9,9,9,9,9
Delhi,Dwarka Mor,4800000,1350,2,9,9,9,9,9,9
Delhi,Shaheen Bagh Jamia Nagar,4200000,990,3,9,9,9,9,9,9
Delhi,1 Lane Johri Farm,18800000,945,3,9,9,9,9,9,9
Delhi,Vasant Kunj,3200000,600,3,9,9,9,9,9,9
